Rank,Word,Part of speech,Frequency,Dispersion
11117,ineffable,v,1983,0.99
11118,prospective,v,1983,0.99
11119,noteworthy,v,1983,0.99
11120,tunic,v,1982,0.99
11121,auxiliary,v,1982,0.99
11122,policies,v,1982,0.99
11123,sallow,v,1982,0.99
11124,elm,v,1982,0.99
11125,bridget,v,1981,0.99
11126,posting,v,1981,0.99
11127,ghent,v,1981,0.99
11128,scramble,v,1981,0.99
11129,whitehall,v,1981,0.99
11130,academic,v,1981,0.99
11131,forgery,v,1980,0.99
11132,interchange,v,1980,0.99
11133,swoon,v,1980,0.99
11134,tyre,v,1980,0.99
11135,presentiment,v,1980,0.99
11136,ethereal,v,1980,0.99
11137,sprightly,v,1979,0.99
11138,hoof,v,1979,0.99
11139,intrude,v,1979,0.99
11140,packages,v,1979,0.99
11141,consumer,v,1979,0.99
11142,iceland,v,1978,0.99
11143,inveterate,v,1978,0.99
11144,rambling,v,1978,0.99
11145,spat,v,1978,0.99
11146,minstrel,v,1978,0.99
11147,barbaric,v,1978,0.99
11148,em,v,1977,0.99
11149,lighten,v,1977,0.99
11150,validity,v,1977,0.99
11151,well-to-do,v,1977,0.99
11152,prosaic,v,1977,0.99
11153,dalton,v,1977,0.99
11154,spontaneously,v,1976,0.99
11155,cask,v,1976,0.99
11156,foxes,v,1976,0.99
11157,that'll,v,1976,0.99
11158,whipping,v,1976,0.99
11159,approximately,v,1975,0.99
11160,abounded,v,1975,0.99
11161,knitted,v,1975,0.99
11162,medina,v,1975,0.99
11163,sonnet,v,1975,0.99
11164,attested,v,1975,0.99
11165,congo,v,1974,0.99
11166,petroleum,v,1974,0.99
11167,soar,v,1974,0.99
11168,bereft,v,1974,0.99
11169,lodges,v,1974,0.99
11170,mistook,v,1974,0.99
11171,microscope,v,1973,0.99
11172,sportsman,v,1973,0.99
11173,tourists,v,1973,0.99
11174,civilian,v,1973,0.99
11175,funding,v,1973,0.99
11176,strap,v,1972,0.99
11177,metaphysics,v,1972,0.99
11178,morrison,v,1972,0.99
11179,discharging,v,1972,0.99
11180,oyster,v,1972,0.99
11181,magnetism,v,1972,0.99
11182,bewitched,v,1971,0.99
11183,symbolic,v,1971,0.99
11184,adapt,v,1971,0.99
11185,pantry,v,1971,0.99
11186,condescend,v,1971,0.99
11187,slit,v,1971,0.99
11188,southampton,v,1970,0.99
11189,claret,v,1970,0.99
11190,adorable,v,1970,0.99
11191,astonish,v,1970,0.99
11192,trample,v,1970,0.99
11193,dir,v,1969,0.99
11194,fraternity,v,1969,0.99
11195,repugnant,v,1969,0.99
11196,admonition,v,1969,0.99
11197,exodus,v,1969,0.99
11198,animate,v,1969,0.99
11199,cloudless,v,1968,0.99
11200,inquest,v,1968,0.99
11201,sleigh,v,1968,0.99
11202,smoky,v,1968,0.99
11203,dreamer,v,1968,0.99
11204,nelly,v,1968,0.99
11205,saturated,v,1967,0.99
11206,advising,v,1967,0.99
11207,likelihood,v,1967,0.99
11208,buoyant,v,1967,0.99
11209,magnanimous,v,1967,0.99
11210,flapping,v,1966,0.99
11211,subjective,v,1966,0.99
11212,twofold,v,1966,0.99
11213,ferment,v,1966,0.99
11214,ancestry,v,1966,0.99
11215,osiris,v,1966,0.99
11216,reflects,v,1965,0.99
11217,bolton,v,1965,0.99
11218,impure,v,1965,0.99
11219,nakedness,v,1965,0.99
11220,elizabethan,v,1965,0.99
11221,colt,v,1965,0.99
11222,pronoun,v,1964,0.99
11223,wrongly,v,1964,0.99
11224,bubbles,v,1964,0.99
11225,sucked,v,1964,0.99
11226,immeasurable,v,1964,0.99
11227,wizard,v,1964,0.99
11228,broker,v,1963,0.99
11229,inarticulate,v,1963,0.99
11230,travers,v,1963,0.99
11231,jagged,v,1963,0.99
11232,bologna,v,1963,0.99
11233,comp,v,1962,0.99
11234,discourage,v,1962,0.99
11235,yellowish,v,1962,0.99
11236,adrift,v,1962,0.99
11237,founding,v,1962,0.99
11238,barter,v,1962,0.99
11239,abner,v,1961,0.99
11240,staple,v,1961,0.99
11241,carnal,v,1961,0.99
11242,right-hand,v,1961,0.99
11243,abstinence,v,1961,0.99
11244,saintly,v,1961,0.99
11245,4to,v,1960,0.99
11246,spice,v,1960,0.99
11247,newcomer,v,1960,0.99
11248,persuasive,v,1960,0.99
11249,ain,v,1960,0.99
11250,intoxicating,v,1959,0.99
11251,zenith,v,1959,0.99
11252,accompanies,v,1959,0.99
11253,blend,v,1959,0.99
11254,bail,v,1959,0.99
11255,molten,v,1959,0.99
11256,crescent,v,1958,0.99
11257,pouch,v,1958,0.99
11258,deacon,v,1958,0.99
11259,sharpness,v,1958,0.99
11260,dived,v,1958,0.99
11261,infidelity,v,1958,0.99
11262,infinity,v,1957,0.99
11263,graphic,v,1957,0.99
11264,gases,v,1957,0.99
11265,incredulity,v,1957,0.99
11266,reparation,v,1957,0.99
11267,fig,v,1957,0.99
11268,niche,v,1956,0.99
11269,vulgarity,v,1956,0.99
11270,disappoint,v,1956,0.99
11271,partook,v,1956,0.99
11272,detest,v,1956,0.99
11273,carrier,v,1955,0.99
11274,loth,v,1955,0.99
11275,rap,v,1955,0.99
11276,stocking,v,1955,0.99
11277,tudor,v,1955,0.99
11278,regent,v,1955,0.99
11279,cholera,v,1954,0.99
11280,needing,v,1954,0.99
11281,baseness,v,1954,0.99
11282,artless,v,1954,0.99
11283,wroth,v,1954,0.99
11284,advisers,v,1954,0.99
11285,blouse,v,1953,0.99
11286,defer,v,1953,0.99
11287,designate,v,1953,0.99
11288,thoroughfare,v,1953,0.99
11289,shuffling,v,1953,0.99
11290,exemplary,v,1953,0.99
11291,projection,v,1952,0.99
11292,angular,v,1952,0.99
11293,liberation,v,1952,0.99
11294,vibration,v,1952,0.99
11295,midsummer,v,1952,0.99
11296,oftentimes,v,1952,0.99
11297,maize,v,1951,0.99
11298,tease,v,1951,0.99
11299,java,v,1951,0.99
11300,recipe,v,1951,0.99
11301,enclose,v,1951,0.99
11302,franchise,v,1950,0.99
11303,palate,v,1950,0.99
11304,incongruous,v,1950,0.99
11305,poise,v,1950,0.99
11306,waltz,v,1950,0.99
11307,dutchman,v,1950,0.99
11308,enlargement,v,1949,0.99
11309,magnificently,v,1949,0.99
11310,proverbs,v,1949,0.99
11311,scorching,v,1949,0.99
11312,tropics,v,1949,0.99
11313,tor,v,1949,0.99
11314,buzz,v,1948,0.99
11315,laudable,v,1948,0.99
11316,ranging,v,1948,0.99
11317,oblivious,v,1948,0.99
11318,simultaneous,v,1948,0.99
11319,astern,v,1948,0.99
11320,joanna,v,1947,0.99
11321,southeast,v,1947,0.99
11322,tenacity,v,1947,0.99
11323,mm,v,1947,0.99
11324,patricia,v,1947,0.99
11325,plow,v,1947,0.99
11326,goths,v,1946,0.99
11327,parley,v,1946,0.99
11328,wither,v,1946,0.99
11329,rotation,v,1946,0.99
11330,rudder,v,1946,0.99
11331,antipathy,v,1945,0.99
11332,ottoman,v,1945,0.99
11333,tradesman,v,1945,0.99
11334,knob,v,1945,0.99
11335,physiological,v,1945,0.99
11336,unconsciousness,v,1945,0.99
11337,gutter,v,1944,0.99
11338,metre,v,1944,0.99
11339,restriction,v,1944,0.99
11340,sanguinary,v,1944,0.99
11341,seville,v,1944,0.99
11342,category,v,1944,0.99
11343,faithfulness,v,1943,0.99
11344,racial,v,1943,0.99
11345,substitution,v,1943,0.99
11346,crags,v,1943,0.99
11347,fretted,v,1943,0.99
11348,virginian,v,1943,0.99
11349,comet,v,1942,0.99
11350,irksome,v,1942,0.99
11351,neptune,v,1942,0.99
11352,innovation,v,1942,0.99
11353,sleeper,v,1942,0.99
11354,myriad,v,1942,0.99
11355,vestige,v,1941,0.99
11356,confront,v,1941,0.99
11357,solidity,v,1941,0.99
11358,backing,v,1941,0.99
11359,ban,v,1941,0.99
11360,famed,v,1941,0.99
11361,inconsistency,v,1940,0.99
11362,stinging,v,1940,0.99
11363,absurdly,v,1940,0.99
11364,medieval,v,1940,0.99
11365,bugle,v,1940,0.99
11366,chancellor,v,1939,0.99
11367,fleming,v,1939,0.99
11368,decorative,v,1939,0.99
11369,arbitration,v,1939,0.99
11370,undecided,v,1939,0.99
11371,biographer,v,1939,0.99
11372,patriarch,v,1938,0.99
11373,thunderbolt,v,1938,0.99
11374,unceasing,v,1938,0.99
11375,propensity,v,1938,0.99
11376,psalm,v,1938,0.99
11377,derives,v,1938,0.99
11378,favourably,v,1937,0.99
11379,docile,v,1937,0.99
11380,morocco,v,1937,0.99
11381,prop,v,1937,0.99
11382,clive,v,1937,0.99
11383,constituting,v,1937,0.99
11384,recoil,v,1936,0.99
11385,snatching,v,1936,0.99
11386,brighton,v,1936,0.99
11387,jude,v,1936,0.99
11388,lobby,v,1936,0.99
11389,swan,v,1936,0.99
11390,hurl,v,1935,0.99
11391,indiscreet,v,1935,0.99
11392,sparrow,v,1935,0.99
11393,miser,v,1935,0.99
11394,sundown,v,1935,0.99
11395,incurable,v,1935,0.99
11396,prelude,v,1934,0.99
11397,wring,v,1934,0.99
11398,compensate,v,1934,0.99
11399,saucy,v,1934,0.99
11400,repulse,v,1934,0.99
11401,builder,v,1934,0.99
11402,eruption,v,1933,0.99
11403,glazed,v,1933,0.99
11404,scroll,v,1933,0.99
11405,charts,v,1933,0.99
11406,helper,v,1933,0.99
11407,mistrust,v,1933,0.99
11408,cinnamon,v,1932,0.99
11409,moody,v,1932,0.99
11410,calumny,v,1932,0.99
11411,bristling,v,1932,0.99
11412,assail,v,1932,0.99
11413,impassive,v,1932,0.99
11414,plastic,v,1931,0.99
11415,mechanic,v,1931,0.99
11416,carol,v,1931,0.99
11417,powell,v,1931,0.99
11418,blight,v,1931,0.99
11419,aggression,v,1930,0.99
11420,footnote,v,1930,0.99
11421,rebuilt,v,1930,0.99
11422,suzanne,v,1930,0.99
11423,budding,v,1930,0.99
11424,buttoned,v,1930,0.99
11425,casement,v,1929,0.99
11426,norse,v,1929,0.99
11427,adequately,v,1929,0.99
11428,secession,v,1929,0.99
11429,calvin,v,1929,0.99
11430,tens,v,1929,0.99
11431,adherence,v,1928,0.99
11432,clemency,v,1928,0.99
11433,hey,v,1928,0.99
11434,propitious,v,1928,0.99
11435,minnesota,v,1928,0.99
11436,thwart,v,1928,0.99
11437,measurement,v,1927,0.99
11438,ratification,v,1927,0.99
11439,ensign,v,1927,0.99
11440,festive,v,1927,0.99
11441,fullness,v,1927,0.99
11442,inert,v,1927,0.99
11443,pillage,v,1926,0.99
11444,pretense,v,1926,0.99
11445,soever,v,1926,0.99
11446,vindicate,v,1926,0.99
11447,woo,v,1926,0.99
11448,compete,v,1926,0.99
11449,orbit,v,1925,0.99
11450,warehouse,v,1925,0.99
11451,protective,v,1925,0.99
11452,newfoundland,v,1925,0.99
11453,academy,v,1925,0.99
11454,burlesque,v,1925,0.99
11455,webb,v,1924,0.99
11456,desist,v,1924,0.99
11457,meaningless,v,1924,0.99
11458,exactness,v,1924,0.99
11459,divan,v,1924,0.99
11460,droop,v,1924,0.99
11461,abe,v,1923,0.99
11462,prescribe,v,1923,0.99
11463,unerring,v,1923,0.99
11464,hiss,v,1923,0.99
11465,novice,v,1923,0.99
11466,starlight,v,1923,0.99
11467,cataract,v,1922,0.99
11468,venomous,v,1922,0.99
11469,divorced,v,1922,0.99
11470,incarnation,v,1922,0.99
11471,reconstruction,v,1922,0.99
11472,steals,v,1922,0.99
11473,thor,v,1921,0.99
11474,dairy,v,1921,0.99
11475,frugal,v,1921,0.99
11476,proven,v,1921,0.99
11477,beech,v,1921,0.99
11478,golf,v,1921,0.99
11479,knightly,v,1920,0.99
11480,impetus,v,1920,0.99
11481,consecration,v,1920,0.99
11482,damnation,v,1920,0.99
11483,organisms,v,1920,0.99
11484,paralysis,v,1920,0.99
11485,reservoir,v,1919,0.99
11486,matter-of-fact,v,1919,0.99
11487,contagion,v,1919,0.99
11488,zero,v,1919,0.99
11489,ferguson,v,1919,0.99
11490,contagious,v,1919,0.99
11491,hark,v,1918,0.99
11492,shopping,v,1918,0.99
11493,zip,v,1918,0.99
11494,frantically,v,1918,0.99
11495,vermin,v,1918,0.99
11496,wards,v,1918,0.99
11497,conical,v,1917,0.99
11498,demolished,v,1917,0.99
11499,depraved,v,1917,0.99
11500,batter,v,1917,0.99
11501,luxembourg,v,1917,0.99
11502,pisa,v,1917,0.99
11503,homeless,v,1916,0.99
11504,implicit,v,1916,0.99
11505,strategic,v,1916,0.99
11506,trigger,v,1916,0.99
11507,counterpart,v,1916,0.99
11508,worn-out,v,1916,0.99
11509,dramatist,v,1915,0.99
11510,instantaneous,v,1915,0.99
11511,responsive,v,1915,0.99
11512,darrell,v,1915,0.99
11513,dishonor,v,1915,0.99
11514,annihilation,v,1915,0.99
11515,ne,v,1914,0.99
11516,profuse,v,1914,0.99
11517,crab,v,1914,0.99
11518,emulation,v,1914,0.99
11519,benedict,v,1914,0.99
11520,unforeseen,v,1914,0.99
11521,wildness,v,1913,0.99
11522,kelly,v,1913,0.99
11523,mold,v,1913,0.99
11524,rehearsal,v,1913,0.99
11525,shunned,v,1913,0.99
11526,unseemly,v,1913,0.99
11527,chewing,v,1912,0.99
11528,roadway,v,1912,0.99
11529,fulfill,v,1912,0.99
11530,wight,v,1912,0.99
11531,chip,v,1912,0.99
11532,where's,v,1912,0.99
11533,impetuosity,v,1911,0.99
11534,leeward,v,1911,0.99
11535,oppress,v,1911,0.99
11536,abhorred,v,1911,0.99
11537,insistence,v,1911,0.99
11538,borough,v,1911,0.99
11539,yawn,v,1910,0.99
11540,faulty,v,1910,0.99
11541,ian,v,1910,0.99
11542,inequality,v,1910,0.99
11543,mole,v,1910,0.99
11544,hag,v,1910,0.99
11545,kine,v,1909,0.99
11546,languidly,v,1909,0.99
11547,recurring,v,1909,0.99
11548,tallow,v,1909,0.99
11549,precede,v,1909,0.99
11550,shaping,v,1909,0.99
11551,gen,v,1908,0.99
11552,mid,v,1908,0.99
11553,veracity,v,1908,0.99
11554,nassau,v,1908,0.99
11555,pottery,v,1908,0.99
11556,sill,v,1908,0.99
11557,jewelry,v,1907,0.99
11558,dozens,v,1907,0.99
11559,eunuch,v,1907,0.99
11560,withering,v,1907,0.99
11561,hug,v,1907,0.99
11562,poisoning,v,1907,0.99
11563,purposed,v,1906,0.99
11564,waning,v,1906,0.99
11565,brotherly,v,1906,0.99
11566,physiognomy,v,1906,0.99
11567,surge,v,1906,0.99
11568,hitting,v,1906,0.99
11569,query,v,1905,0.99
11570,solicitous,v,1905,0.99
11571,stile,v,1905,0.99
11572,manoeuvre,v,1905,0.99
11573,tourist,v,1905,0.99
11574,miguel,v,1905,0.99
11575,norwegian,v,1904,0.99
11576,hop,v,1904,0.99
11577,housewife,v,1904,0.99
11578,prow,v,1904,0.99
11579,rye,v,1904,0.99
11580,beverage,v,1904,0.99
11581,flickered,v,1903,0.99
11582,mindful,v,1903,0.99
11583,perennial,v,1903,0.99
11584,recurrence,v,1903,0.99
11585,casey,v,1903,0.99
11586,lucid,v,1903,0.99
11587,decease,v,1903,0.99
11588,articulate,v,1902,0.99
11589,cipher,v,1902,0.99
11590,seth,v,1902,0.99
11591,topmost,v,1902,0.99
11592,tucker,v,1902,0.99
11593,disobey,v,1902,0.99
11594,bygone,v,1901,0.99
11595,saucepan,v,1901,0.99
11596,tolerant,v,1901,0.99
11597,confidant,v,1901,0.99
11598,re-,v,1901,0.99
11599,unavailing,v,1901,0.99
11600,undeniable,v,1900,0.99
11601,amend,v,1900,0.99
11602,ae,v,1900,0.99
11603,wield,v,1900,0.99
11604,embryo,v,1900,0.99
11605,walnut,v,1900,0.99
11606,contracting,v,1899,0.99
11607,assassins,v,1899,0.99
11608,astronomical,v,1899,0.99
11609,lurked,v,1899,0.99
11610,syracuse,v,1899,0.99
11611,despicable,v,1899,0.99
11612,entries,v,1898,0.99
11613,tomatoes,v,1898,0.99
11614,marbles,v,1898,0.99
11615,cheerless,v,1898,0.99
11616,profligate,v,1898,0.99
11617,democrat,v,1898,0.99
11618,eaves,v,1897,0.99
11619,diagram,v,1897,0.99
11620,thriving,v,1897,0.99
11621,inlet,v,1897,0.99
11622,224,v,1897,0.99
11623,shrewdness,v,1897,0.99
11624,deduction,v,1896,0.99
11625,crook,v,1896,0.99
11626,intrepid,v,1896,0.99
11627,juvenile,v,1896,0.99
11628,sherry,v,1896,0.99
11629,transvaal,v,1896,0.99
11630,cider,v,1895,0.99
11631,dd,v,1895,0.99
11632,glassy,v,1895,0.99
11633,overwhelm,v,1895,0.99
11634,treble,v,1895,0.99
11635,decomposition,v,1895,0.99
11636,deposition,v,1895,0.99
11637,overrun,v,1894,0.99
11638,inlaid,v,1894,0.99
11639,mobile,v,1894,0.99
11640,predicament,v,1894,0.99
11641,destroyer,v,1894,0.99
11642,candor,v,1894,0.99
11643,indecent,v,1893,0.99
11644,chad,v,1893,0.99
11645,elevate,v,1893,0.99
11646,infirm,v,1893,0.99
11647,irrational,v,1893,0.99
11648,clocks,v,1893,0.99
11649,incompetent,v,1892,0.99
11650,bier,v,1892,0.99
11651,miner,v,1892,0.99
11652,outlying,v,1892,0.99
11653,diocese,v,1892,0.99
11654,shorn,v,1892,0.99
11655,coiled,v,1891,0.99
11656,furthermore,v,1891,0.99
11657,bungalow,v,1891,0.99
11658,expanding,v,1891,0.99
11659,indicative,v,1891,0.99
11660,unprotected,v,1891,0.99
11661,voluptuous,v,1890,0.99
11662,paradox,v,1890,0.99
11663,crammed,v,1890,0.99
11664,applaud,v,1890,0.99
11665,cowboy,v,1890,0.99
11666,apex,v,1890,0.99
11667,concourse,v,1889,0.99
11668,surgeons,v,1889,0.99
11669,occult,v,1889,0.99
11670,altering,v,1889,0.99
11671,garland,v,1889,0.99
11672,pore,v,1889,0.99
11673,tempestuous,v,1888,0.99
11674,allegory,v,1888,0.99
11675,tic,v,1888,0.99
11676,froze,v,1888,0.99
11677,flakes,v,1888,0.99
11678,lazarus,v,1888,0.99
11679,collectively,v,1888,0.99
11680,corporeal,v,1887,0.99
11681,prophesy,v,1887,0.99
11682,ponds,v,1887,0.99
11683,transitory,v,1887,0.99
11684,exaggerate,v,1887,0.99
11685,squalid,v,1887,0.99
11686,faultless,v,1886,0.99
11687,stepmother,v,1886,0.99
11688,davies,v,1886,0.99
11689,horde,v,1886,0.99
11690,would-be,v,1886,0.99
11691,blonde,v,1886,0.99
11692,euripides,v,1885,0.99
11693,airship,v,1885,0.99
11694,parsonage,v,1885,0.99
11695,suffolk,v,1885,0.99
11696,hating,v,1885,0.99
11697,renunciation,v,1885,0.99
11698,armenia,v,1884,0.99
11699,meekness,v,1884,0.99
11700,yeast,v,1884,0.99
11701,exhortation,v,1884,0.99
11702,pageant,v,1884,0.99
11703,parishes,v,1884,0.99
11704,stumps,v,1883,0.99
11705,succor,v,1883,0.99
11706,curt,v,1883,0.99
11707,intercept,v,1883,0.99
11708,cue,v,1883,0.99
11709,infatuation,v,1883,0.99
11710,stolid,v,1883,0.99
11711,restitution,v,1882,0.99
11712,concur,v,1882,0.99
11713,runner,v,1882,0.99
11714,unborn,v,1882,0.99
11715,dormant,v,1882,0.99
11716,jargon,v,1882,0.99
11717,jeremy,v,1881,0.99
11718,jasmine,v,1881,0.99
11719,negotiate,v,1881,0.99
11720,imputation,v,1881,0.99
11721,bulgaria,v,1881,0.99
11722,pleasurable,v,1881,0.99
11723,abate,v,1880,0.99
11724,chloe,v,1880,0.99
11725,thereabouts,v,1880,0.99
11726,premium,v,1880,0.99
11727,reporting,v,1880,0.99
11728,freemen,v,1880,0.99
11729,plum,v,1879,0.99
11730,burthen,v,1879,0.99
11731,trio,v,1879,0.99
11732,desultory,v,1879,0.99
11733,graveyard,v,1879,0.99
11734,inducement,v,1879,0.99
11735,creditor,v,1879,0.99
11736,gig,v,1878,0.99
11737,regime,v,1878,0.99
11738,old-time,v,1878,0.99
11739,prick,v,1878,0.99
11740,abomination,v,1878,0.99
11741,glamour,v,1878,0.99
11742,tolerance,v,1877,0.99
11743,dandy,v,1877,0.99
11744,flap,v,1877,0.99
11745,option,v,1877,0.99
11746,voluminous,v,1877,0.99
11747,crusade,v,1877,0.99
11748,affable,v,1876,0.99
11749,epidemic,v,1876,0.99
11750,technique,v,1876,0.99
11751,patrician,v,1876,0.99
11752,tumbler,v,1876,0.99
11753,ebony,v,1876,0.99
11754,grandchildren,v,1875,0.99
11755,mishap,v,1875,0.99
11756,puppy,v,1875,0.99
11757,terminal,v,1875,0.99
11758,graduate,v,1875,0.99
11759,output,v,1875,0.99
11760,bankruptcy,v,1875,0.99
11761,accounting,v,1874,0.99
11762,anterior,v,1874,0.99
11763,colorless,v,1874,0.99
11764,pane,v,1874,0.99
11765,guile,v,1874,0.99
11766,navigable,v,1874,0.99
11767,idiotic,v,1873,0.99
11768,impediment,v,1873,0.99
11769,well-dressed,v,1873,0.99
11770,antiquated,v,1873,0.99
11771,irrigation,v,1873,0.99
11772,jose,v,1873,0.99
11773,froth,v,1872,0.99
11774,lovable,v,1872,0.99
11775,screwed,v,1872,0.99
11776,fighter,v,1872,0.99
11777,foreboding,v,1872,0.99
11778,acutely,v,1872,0.99
11779,centers,v,1872,0.99
11780,trooper,v,1871,0.99
11781,odyssey,v,1871,0.99
11782,idaho,v,1871,0.99
11783,goblet,v,1871,0.99
11784,mint,v,1871,0.99
11785,undertakings,v,1871,0.99
11786,thud,v,1870,0.99
11787,sicilian,v,1870,0.99
11788,delia,v,1870,0.99
11789,inactive,v,1870,0.99
11790,cornish,v,1870,0.99
11791,gaol,v,1870,0.99
11792,mosquitoes,v,1869,0.99
11793,capitalist,v,1869,0.99
11794,designation,v,1869,0.99
11795,shoal,v,1869,0.99
11796,ajar,v,1869,0.99
11797,elasticity,v,1869,0.99
11798,geometry,v,1868,0.99
11799,athwart,v,1868,0.99
11800,orb,v,1868,0.99
11801,furthest,v,1868,0.99
11802,html,v,1868,0.99
11803,doublet,v,1868,0.99
11804,fowler,v,1868,0.99
11805,meritorious,v,1867,0.99
11806,assembling,v,1867,0.99
11807,dialects,v,1867,0.99
11808,locate,v,1867,0.99
11809,shark,v,1867,0.99
11810,tainted,v,1867,0.99
11811,savour,v,1866,0.99
11812,default,v,1866,0.99
11813,context,v,1866,0.99
11814,denunciation,v,1866,0.99
11815,oblique,v,1866,0.99
11816,classified,v,1866,0.99
11817,cult,v,1865,0.99
11818,untold,v,1865,0.99
11819,doorstep,v,1865,0.99
11820,insidious,v,1865,0.99
11821,burly,v,1865,0.99
11822,doggedly,v,1865,0.99
11823,dissolute,v,1865,0.99
11824,hatch,v,1864,0.99
11825,brevity,v,1864,0.99
11826,recruit,v,1864,0.99
11827,bushel,v,1864,0.99
11828,trash,v,1864,0.99
11829,verdant,v,1864,0.99
11830,denomination,v,1863,0.99
11831,flicker,v,1863,0.99
11832,clime,v,1863,0.99
11833,persevere,v,1863,0.99
11834,pungent,v,1863,0.99
11835,acids,v,1863,0.99
11836,cashier,v,1862,0.99
11837,ibrahim,v,1862,0.99
11838,tenement,v,1862,0.99
11839,storage,v,1862,0.99
11840,dominican,v,1862,0.99
11841,angus,v,1862,0.99
11842,birthplace,v,1862,0.99
11843,hive,v,1861,0.99
11844,punctual,v,1861,0.99
11845,coalition,v,1861,0.99
11846,ponder,v,1861,0.99
11847,bedding,v,1861,0.99
11848,mariner,v,1861,0.99
11849,christie,v,1860,0.99
11850,distract,v,1860,0.99
11851,dont,v,1860,0.99
11852,heredity,v,1860,0.99
11853,laboriously,v,1860,0.99
11854,endangered,v,1860,0.99
11855,usher,v,1860,0.99
11856,lancashire,v,1859,0.99
11857,mal,v,1859,0.99
11858,deafening,v,1859,0.99
11859,flaw,v,1859,0.99
11860,prague,v,1859,0.99
11861,lengthy,v,1859,0.99
11862,sensational,v,1858,0.99
11863,concede,v,1858,0.99
11864,forster,v,1858,0.99
11865,armenian,v,1858,0.99
11866,emaciated,v,1858,0.99
11867,correcting,v,1858,0.99
11868,broadcast,v,1857,0.99
11869,depravity,v,1857,0.99
11870,dial,v,1857,0.99
11871,insatiable,v,1857,0.99
11872,hopefully,v,1857,0.99
11873,sociable,v,1857,0.99
11874,jailer,v,1857,0.99
11875,prevalence,v,1856,0.99
11876,bout,v,1856,0.99
11877,realism,v,1856,0.99
11878,sprinkling,v,1856,0.99
11879,stifle,v,1856,0.99
11880,increasingly,v,1856,0.99
11881,indemnity,v,1855,0.99
11882,prematurely,v,1855,0.99
11883,twine,v,1855,0.99
11884,fatigues,v,1855,0.99
11885,burglar,v,1855,0.99
11886,delhi,v,1855,0.99
11887,spiteful,v,1855,0.99
11888,transform,v,1854,0.99
11889,undesirable,v,1854,0.99
11890,stagnant,v,1854,0.99
11891,annexation,v,1854,0.99
11892,executor,v,1854,0.99
11893,lair,v,1854,0.99
11894,watchfulness,v,1853,0.99
11895,fated,v,1853,0.99
11896,steeple,v,1853,0.99
11897,crocodile,v,1853,0.99
11898,imperfection,v,1853,0.99
11899,ginger,v,1853,0.99
11900,interposition,v,1852,0.99
11901,marines,v,1852,0.99
11902,grunt,v,1852,0.99
11903,transgression,v,1852,0.99
11904,answerable,v,1852,0.99
11905,resides,v,1852,0.99
11906,tarried,v,1852,0.99
11907,tardy,v,1851,0.99
11908,ails,v,1851,0.99
11909,sammy,v,1851,0.99
11910,kite,v,1851,0.99
11911,venom,v,1851,0.99
11912,bulky,v,1851,0.99
11913,ambiguous,v,1850,0.99
11914,cafe,v,1850,0.99
11915,charger,v,1850,0.99
11916,award,v,1850,0.99
11917,ambulance,v,1850,0.99
11918,discernment,v,1850,0.99
11919,steamed,v,1850,0.99
11920,avowal,v,1849,0.99
11921,slammed,v,1849,0.99
11922,cleanse,v,1849,0.99
11923,aberdeen,v,1849,0.99
11924,cleave,v,1849,0.99
11925,samaria,v,1849,0.99
11926,proverbial,v,1848,0.99
11927,comparable,v,1848,0.99
11928,credible,v,1848,0.99
11929,veal,v,1848,0.99
11930,disconsolate,v,1848,0.99
11931,imagery,v,1848,0.99
11932,unholy,v,1848,0.99
11933,deformity,v,1847,0.99
11934,humbug,v,1847,0.99
11935,neapolitan,v,1847,0.99
11936,confronting,v,1847,0.99
11937,peevish,v,1847,0.99
11938,despot,v,1847,0.99
11939,label,v,1846,0.99
11940,portentous,v,1846,0.99
11941,triangular,v,1846,0.99
11942,plebeian,v,1846,0.99
11943,approving,v,1846,0.99
11944,futility,v,1846,0.99
11945,wallet,v,1846,0.99
11946,vowel,v,1845,0.99
11947,prefixed,v,1845,0.99
11948,ecstatic,v,1845,0.99
11949,grimace,v,1845,0.99
11950,barricade,v,1845,0.99
11951,caricature,v,1845,0.99
11952,genoese,v,1844,0.99
11953,hypocritical,v,1844,0.99
11954,tuscany,v,1844,0.99
